id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,C_metric,category,DSE_threshold,DSE_b_entropy,category_dse
train::0,['mesophilic organisms'],bacteria,0.0,"['bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria']",-0.0,What type of organism is commonly used in preparation of foods such as cheese and yogurt?,-0.0272360108792781,True,1.0,correct_high,0.32787206930940255,0,correct_high
train::1,['coriolis effect'],coriolis effect,1.0,"['coriolis effect', 'coriolis effect', 'coriolis effect', 'coriolis effect', 'coriolis effect', 'coriolis effect', 'coriolis effect', 'coriolis effect', 'coriolis effect', 'coriolis effect']",-0.0,What phenomenon makes global winds blow northeast to southwest or the reverse in the northern hemisphere and northwest to southeast or the reverse in the southern hemisphere?,-0.0102452328428626,True,1.0,correct_high,0.32787206930940255,0,correct_high
train::10,['active metal'],active metal,1.0,"['active metal', 'active metal', 'active metal', 'stronger reducing agent', 'active', 'reactive metal', 'reactive metal', 'active metal', 'reactive metal', 'reactive metal']",0.3250829733914482,"Zinc is more easily oxidized than iron because zinc has a lower reduction potential. since zinc has a lower reduction potential, it is a more what?",-0.2544464468955993,True,0.2909090909090909,correct_low,0.32787206930940255,0,correct_high
train::100,['equilibrium'],equilibrium,1.0,"['chemical equilibrium', 'equilibrium', 'chemical equilibrium', 'equilibrium', 'equilibrium', 'chemical equilibrium', 'equilibrium', 'equilibrium', 'equilibrium', 'equilibrium']",0.6108643020548935,"In a chemical reaction, the amounts of reactants and products will be constant when what state is attained?",-0.3878985047340393,True,0.5636363636363636,correct_high,0.32787206930940255,1,correct_low
train::1000,['mechanical energy'],kinetic energy,1.0,"['kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy']",-0.0,What is the term for the energy of movement?,-0.005822246428579,True,1.0,correct_high,0.32787206930940255,0,correct_high
train::10000,['nonliving environment'],nonliving things,1.0,"['nonliving things', 'non-living things', 'nonliving things', 'non-living things', 'nonliving components', 'their physical environment', 'nonliving things', 'nonliving factors', 'non-living things', 'non-living things']",0.3250829733914482,An ecosystem consists of all the living things and what?,-0.0272052697837352,True,0.2181818181818181,correct_low,0.32787206930940255,0,correct_high
train::10001,['photosynthesis'],photosynthesis,1.0,"['photosynthesis', 'photosynthesis', 'photosynthesis', 'photosynthesis', 'photosynthesis', 'photosynthesis', 'photosynthesis', 'photosynthesis', 'photosynthesis', 'photosynthesis']",-0.0,Mesophyll consists mainly of parenchyma cells specialized for what?,-0.0138392411172389,True,1.0,correct_high,0.32787206930940255,0,correct_high
train::10002,['bacterial'],bacterial,1.0,"['bacterial', 'bacterial', 'bacterial', 'bacterial', 'bacterial', 'bacterial', 'bacterial', 'bacterial infections', 'bacterial infections', 'bacterial']",-0.0,Antibiotic drugs are usually effective in treating what kind of infections?,-0.0114075075834989,True,0.6727272727272727,correct_high,0.32787206930940255,0,correct_high
train::10003,['true north'],north magnetic pole,0.0,"['north geographic pole', 'north magnetic pole', 'magnetic north pole', 'north magnetic pole', 'north magnetic pole', 'north magnetic pole', 'north magnetic pole', 'north magnetic pole', 'north magnetic pole', 'magnetic north pole']",0.3250829733914482,What is earth’s geographic north pole also called?,-2.464454412460327,False,0.5272727272727272,incorrect_high,0.32787206930940255,0,incorrect_high
train::10004,['abiotic factors'],abiotic factors,1.0,"['abiotic factors', 'abiotic', 'abiotic', 'abiotic factors', 'abiotic factors', 'abiotic', 'abiotic factors', 'abiotic', 'abiotic factors', 'abiotic factors']",0.6730116670092565,What are the nonliving aspects of the environment called?,-0.0147211039438843,True,0.4909090909090909,correct_low,0.32787206930940255,1,correct_low
train::10005,['thermodynamics'],conservation of mass,0.0,"['thermodynamics', 'conservation of mass', 'conservation of mass', 'conservation of mass', 'conservation of mass', 'conservation of mass', 'conservation of mass', 'conservation of mass', 'conservation of mass', 'conservation of mass']",0.3250829733914482,Chemical reactions follow the laws of what?,-1.1383644342422483,True,0.8181818181818182,correct_high,0.32787206930940255,0,correct_high
train::10006,['solution'],solution,1.0,"['solution', 'solution', 'solution', 'solution', 'solution', 'solution', 'solution', 'solution', 'solution', 'solution']",-0.0,What do you call a mixture of two or more substances in which dissolved particles are distributed evenly throughout?,-0.0066607599146664,True,1.0,correct_high,0.32787206930940255,0,correct_high
train::10007,['precipitation'],precipitation,1.0,"['precipitation', 'precipitation', 'precipitation', 'precipitation', 'precipitation', 'precipitation', 'precipitation', 'precipitation', 'precipitation', 'precipitation']",-0.0,What is the water that falls from the sky called?,-0.005340120755136,True,1.0,correct_high,0.32787206930940255,0,correct_high
train::10008,['veins'],venous system,0.0,"['veins', 'venule', 'venous system', 'veins', 'venule', 'venous system', 'venule', 'veins', 'venule', 'venule']",0.6108643020548935,What returns blood from capillaries to an atrium?,-1.2255566120147705,True,0.2909090909090909,correct_low,0.32787206930940255,1,correct_low
train::10009,['circulatory'],circulatory,1.0,"['circulatory', 'circulatory', 'circulatory', 'circulatory', 'circulatory', 'circulatory', 'circulatory', 'circulatory', 'circulatory', 'circulatory']",-0.0,"Hemolymph bathes organs directly in arthropods and most molluscs, due to an open type of what system?",-0.0165114626288414,True,1.0,correct_high,0.32787206930940255,0,correct_high
train::1001,['altricial organisms'],altricial,1.0,"['altricial', 'altricial', 'altricial', 'altricial', 'altricial', 'altricial', 'altricial', 'altricial', 'altricial', 'altricial']",-0.0,What type of organisms are helpless at birth and require lots of help from their parents?,-0.0247703921049833,True,1.0,correct_high,0.32787206930940255,0,correct_high
