id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,DSE_threshold,DSE_b_entropy,category_dse
train::0,['silver'],Gray.,0.0,"['Gray.', 'Gray.', 'Gray.', 'Gray.', 'Gray.', 'Gray.', 'Gray.', 'Gray.', 'Gray.', 'Gray.']",-0.0,What color is the man's helmet?,,True,0.32561809404461245,0,correct_high
train::1,['yellow'],Yellow.,1.0,"['Yellow.', 'Yellow.', 'Yellow.', 'Yellow.', 'Yellow.', 'Yellow.', 'Yellow.', 'Yellow.', 'Yellow.', 'Yellow.']",-0.0,What color is the car?,,True,0.32561809404461245,0,correct_high
train::10,['kitchen'],Kitchen.,1.0,"['Kitchen.', 'Kitchen.', 'Kitchen.', 'Kitchen.', 'Kitchen.', 'Kitchen.', 'Kitchen.', 'Kitchen.', 'Kitchen.', 'Kitchen.']",-0.0,What room is this?,,True,0.32561809404461245,0,correct_high
train::100,['on tower'],On the tower.,1.0,"['On the tower.', 'On the tower.', 'On the tower.', 'On the tower.', 'On the tower.', 'On the tower.', 'On the tower.', 'On the tower.', 'On the tower.', 'On the tower.']",-0.0,Where is the clock?,,True,0.32561809404461245,0,correct_high
train::101,['sitting'],Using a laptop.,0.0,"['Using a laptop.', 'Using a laptop.', 'Using a laptop.', 'Using a laptop.', 'Using a laptop.', 'Using a laptop.', 'Using a laptop.', 'Using a laptop.', 'Using a laptop.', 'Using a laptop.']",-0.0,What is the person doing?,,False,0.32561809404461245,0,incorrect_high
train::102,['picture'],A mirror.,0.0,"['A mirror.', 'A dark wood cabinet with a mirror.', 'A dark wood cabinet.', 'A mirror.', 'A dark wood cabinet with a mirror.', 'A dark green bag.', 'A mirror.', 'A mirror.', 'A mirror and a dark cabinet.', 'A mirror.']",1.3592367006650063,What is hanging on the left wall?,,False,0.32561809404461245,1,incorrect_low
train::103,['cow'],Cows.,0.0,"['Cows.', 'Cows.', 'Cows.', 'Cattle (cows).', 'Cows.', 'Cows.', 'Cattle (cows)', 'Cows.', 'Cows.', 'Cows.']",-0.0,What type of animal is in the picture?,,True,0.32561809404461245,0,correct_high
train::104,['wrist'],On the defender's wrist.,1.0,"[""On the defender's wrist."", ""On the defender's wrist."", ""On the defender's wrist."", ""On the defender's wrist."", ""On the defender's wrist."", ""On the green-shirted player's wrist."", ""On the green-shirted player's wrist."", ""On the green-shirted player's wrist."", ""On the defender's wrist."", ""On the green-shirted player's wrist.""]",0.6730116670092565,Where is the wristband?,,True,0.32561809404461245,1,correct_low
train::105,['long time'],Cannot be determined from the image.,0.0,"['Cannot be determined from the image.', 'Cannot be determined from the image.', ""Cannot answer. The image doesn't depict a problem to fix."", 'Cannot answer. The image does not depict a problem or its solution.', 'Cannot be determined from the image.', ""Cannot answer. The image doesn't present a problem to fix."", 'Cannot be determined from the image.', 'Cannot be determined from the image.', 'Impossible to determine from the image.', 'Cannot answer. The image does not depict a problem needing fixing.']",0.8979457248567797,How long will this problem take to fix?,,False,0.32561809404461245,1,incorrect_low
train::106,['white'],"White, black, and gray.",0.0,"['White, black, gray, and spotted.', 'White, black, gray, and spotted.', 'White, black, gray, and speckled.', 'White, black, gray, and spotted.', 'White, black, gray, and spotted.', 'White, black, gray, and spotted.', 'White, black, and gray.', 'White, black, gray, and spotted.', 'White, black, gray, and spotted.', 'White, black, gray, and spotted.']",0.3250829733914482,What color are the sheep?,,False,0.32561809404461245,0,incorrect_high
