id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,DSE_threshold,DSE_b_entropy,category_dse
train::0,['Fernie Alpine Resort'],"Fernie, British Columbia",0.0,"['Fernie, British Columbia', 'Fernie, British Columbia', 'Fernie, British Columbia', 'Fernie, British Columbia', 'Fernie, British Columbia', 'Fernie, British Columbia', 'Fernie, British Columbia', 'Fernie, British Columbia', 'Fernie, British Columbia', 'Fernie, British Columbia']",-0.0,where did they film hot tub time machine?,-0.0006298227235674,True,0.697753058552741,0,correct_high
train::1,['Neither vessel'],Power vessels have right of way over sailing vessels.,0.0,"['Power vessels have right of way over sailing vessels.', 'There is no universal right of way in international waters.', 'Vessels proceeding from seaward have the right of way.', 'Power vessels have right of way over sailing vessels.', 'Vessels on a collision course.', 'Power vessels have right of way over sailing vessels.', 'There is no right of way in international waters.', 'Power vessels have right of way over sailing vessels.', 'Power vessels have right of way over sailing vessels.', 'Vessels underway have the right of way.']",1.3592367006650063,who has the right of way in international waters?,-4.14104700088501,False,0.697753058552741,1,incorrect_low
train::10001,['Bruce Hornsby and the Range'],Percy Sledge,0.0,"['Jimmy Jam and Terry Lewis (performed by Sly & the Family Stone)', 'Jimmy Jam and Terry Lewis', 'Jimmy Jam and Terry Lewis', 'Jimmy Jam and Terry Lewis', 'Jimmy Buffet', 'Percy Sledge', 'Percy Sledge', 'Percy Sledge', 'Jimmy Jam and Terry Lewis', 'Jimmy Jam and Terry Lewis (performed by Sly & the Family Stone)']",1.2798542258336674,who sang it just the way it is?,-4.758620738983154,False,0.697753058552741,1,incorrect_low
train::10004,['1894'],1846,0.0,"['1867', '1846', '1846', '1846', '1867', '1845', '1849', '1849', '1845', '1867']",1.366158847569202,when did laura ingalls wilder move to missouri?,-4.264174461364746,False,0.697753058552741,1,incorrect_low
train::10006,['100'],120,0.0,"['120', '120', '120', '120', '120', '120', '120', '120', '120', '120']",-0.0,how many statues are there on crosby beach?,-0.0380584001541137,False,0.697753058552741,0,incorrect_high
train::10007,"['Swindon, England']",Japan,0.0,"['Japan', 'Japan', 'Japan', 'Honda of Swindon, UK', 'Japan', 'Japan', 'Japan', 'Japan', 'Japan', 'Japan']",0.3250829733914482,where is the 2018 civic type r made?,-2.237839698791504,False,0.697753058552741,0,incorrect_high
train::10009,"['Scarecrow', 'Tin Woodman', 'Cowardly Lion']","The Scarecrow, the Tin Man, and the Cowardly Lion",1.0,"['The Scarecrow, the Tin Man, and the Cowardly Lion', 'The Scarecrow, the Tin Man, and the Cowardly Lion', 'The Scarecrow, the Tin Man, and the Cowardly Lion', 'Scarecrow, Tin Man, Lion', 'Scarecrow, Tin Man, Lion', 'The Scarecrow, the Tin Man, and the Cowardly Lion', 'Scarecrow, Tin Man, Lion', 'Scarecrow, Tin Man, Lion', 'The Scarecrow, the Tin Man, and the Cowardly Lion', 'The Scarecrow, Tin Man, and Lion']",0.6931471805599453,dorothy and toto's three travelling companions to oz?,-0.001329967752099,True,0.697753058552741,0,correct_high
train::1001,['Eva Dugan'],Elizabeth Kinney,0.0,"['Margaret Shultz', 'Kate Elder', 'Elizabeth Kinney', 'Johanna Johnston.', 'Iva Lou Partain', 'Elizabeth Kinney', 'Elizabeth Kinney', 'Kate Shelley', 'Elizabeth Blevins', 'Elizabeth Allen']",1.9730014063936128,first woman to be hung in arizona territory?,-1.6004440784454346,False,0.697753058552741,1,incorrect_low
train::10010,['24th'],15th,0.0,"['15th', '15th', '15th', '15th place', '15th', '15th', '15th', '15th', '15th', '15th']",-0.0,where did great britian come in eurovision 2018?,-0.0232610534876585,False,0.697753058552741,0,incorrect_high
train::10015,['erogenous zone'],Erogenous zones,1.0,"['Erogenous zones', 'Erogenous zones', 'Erogenous zones', 'Erogenous zones', 'Erogenous zones', 'Erogenous zones', 'Erogenous zones', 'Erogenous zones', 'Erogenous zones', 'Erogenous zones']",-0.0,areas of the body that seem to be more sexually responsive to stimulation are called?,-0.0004332319076638,True,0.697753058552741,0,correct_high
